,Temperature,WindSpeed,Pa,Humidity,Rain
1046,0,2,986,94,sun
1047,1,13,830,80,rain
1048,-7,22,855,54,sun
1049,32,12,770,91,rain
1050,32,9,912,95,rain
1051,22,17,888,71,sun
1052,0,22,982,40,sun
1053,36,15,843,80,rain
1054,21,27,773,35,rain
1055,3,23,928,87,rain
1056,9,5,860,40,sun
1057,29,27,808,92,rain
1058,33,1,840,22,rain
1059,26,11,805,95,rain
1060,-9,8,875,12,sun
1061,-5,5,913,65,sun
1062,30,21,930,88,rain
1063,36,27,980,35,sun
1064,14,1,803,0,rain
1065,-1,3,831,0,rain
1066,12,28,926,56,sun
1067,31,3,880,73,rain
1068,-9,15,944,62,sun
1069,35,0,1001,34,sun
1070,-7,7,999,78,sun
1071,29,6,986,61,sun
1072,-9,22,995,27,sun
1073,37,1,773,0,rain
1074,-5,26,773,76,rain
1075,0,23,969,46,sun
1076,-7,4,874,59,sun
1077,10,4,914,34,sun
1078,34,4,767,24,rain
1079,31,11,985,41,rain
1080,2,27,873,38,sun
1081,29,15,939,84,rain
1082,34,26,792,64,rain
1083,-3,25,824,14,rain
1084,-3,6,1017,60,sun
1085,13,8,843,3,rain
1086,27,12,944,36,sun
1087,2,5,814,5,rain
1088,-9,21,931,69,sun
1089,13,28,970,93,rain
1090,-8,11,783,3,rain
1091,32,5,905,29,sun
1092,-9,12,954,4,sun
1093,29,13,932,41,sun
1094,12,27,853,80,rain
1095,-3,26,966,93,rain
1096,-7,2,984,54,sun
1097,11,1,946,95,rain
1098,5,19,827,3,rain
1099,6,14,893,68,sun
1100,16,12,1004,10,sun
1101,1,19,1014,71,sun
1102,32,17,758,0,rain
1103,31,12,1025,24,sun
1104,31,16,966,38,sun
1105,10,10,837,74,rain
1106,-1,8,951,66,sun
1107,30,28,933,79,rain
1108,19,26,807,34,rain
1109,20,26,864,5,sun
1110,9,28,887,97,rain
1111,5,14,754,59,rain
1112,18,27,889,51,sun
1113,18,24,900,44,sun
1114,16,14,775,25,rain
1115,5,24,1005,4,sun
1116,21,4,983,51,sun
1117,26,21,961,72,sun
1118,31,10,1018,82,rain
1119,-4,0,856,78,sun
1120,0,8,991,64,sun
1121,21,6,772,68,rain
1122,39,26,1010,71,rain
1123,8,28,770,26,rain
1124,34,22,837,95,rain
1125,35,16,864,45,rain
1126,14,3,819,78,rain
1127,22,10,797,31,rain
1128,20,20,789,13,rain
1129,1,29,800,23,rain
1130,33,14,888,50,rain
1131,-7,0,790,29,rain
1132,0,10,995,30,sun
1133,20,0,825,50,rain
1134,28,8,796,12,rain
1135,18,19,949,33,sun
1136,32,29,940,53,rain
1137,5,9,996,24,sun
1138,26,4,910,87,rain
1139,-6,27,844,25,rain
1140,24,12,1015,44,sun
1141,-7,28,956,14,sun
1142,23,4,997,18,sun
1143,21,9,830,43,rain
1144,20,11,996,93,sun
1145,21,20,891,84,rain
1146,-9,20,986,75,sun
1147,39,5,962,62,rain
1148,-4,25,1000,33,sun
1149,1,25,946,27,sun
1150,4,22,915,40,sun
1151,7,17,784,83,rain
1152,-5,14,785,78,rain
1153,14,18,869,47,sun
1154,16,6,881,33,sun
1155,0,6,754,97,rain
1156,31,15,833,53,rain
1157,35,18,815,48,rain
1158,0,23,947,27,sun
1159,-1,7,1018,45,sun
1160,37,18,836,15,rain
1161,7,15,971,94,sun
1162,-9,18,911,54,sun
1163,7,6,857,54,sun
1164,18,14,788,11,rain
1165,5,19,781,29,rain
1166,14,17,824,98,rain
1167,0,8,1018,63,sun
1168,5,16,965,81,sun
1169,29,8,770,40,rain
1170,30,19,819,26,rain
1171,14,2,941,68,sun
1172,28,20,921,80,rain
1173,27,13,1020,37,sun
1174,38,6,923,67,rain
1175,32,7,990,35,sun
1176,36,15,1015,1,sun
1177,27,11,972,21,sun
1178,-6,9,1013,93,sun
1179,2,14,755,58,rain
1180,38,25,1004,0,sun
1181,31,8,939,82,rain
1182,27,9,769,92,rain
1183,14,2,1016,93,sun
1184,21,12,936,22,sun
1185,39,14,793,51,rain
1186,30,3,858,91,rain
1187,-2,15,1013,86,sun
1188,-5,1,936,22,sun
1189,4,12,917,12,sun
1190,38,24,752,30,rain
1191,-3,13,766,93,rain
1192,8,8,815,26,rain
1193,17,23,1001,0,sun
1194,28,7,969,28,sun
1195,-4,19,888,29,sun
1196,26,27,830,89,rain
1197,38,26,865,15,sun
1198,34,5,758,92,rain
1199,16,11,992,26,sun
1200,20,5,816,10,rain
1201,20,21,1015,97,sun
1202,33,3,991,63,rain
1203,3,3,947,61,sun
1204,23,4,970,40,sun
1205,6,17,820,96,rain
1206,38,13,940,83,rain
1207,13,19,954,6,sun
1208,14,23,758,82,rain
1209,22,15,959,18,sun
1210,26,18,837,93,rain
1211,12,7,832,85,rain
1212,11,4,979,26,sun
1213,11,20,940,89,rain
1214,24,16,1020,52,sun
1215,-7,28,1008,35,sun
1216,4,21,952,61,sun
1217,-4,23,900,44,sun
1218,24,13,885,94,rain
1219,23,11,962,25,sun
1220,35,1,869,46,rain
1221,22,7,903,43,sun
1222,12,22,863,35,sun
1223,23,0,1016,73,sun
1224,2,20,829,14,rain
1225,10,12,1012,75,sun
1226,5,29,845,47,rain
1227,0,24,887,11,sun
1228,38,14,809,40,rain
1229,31,0,956,33,sun
1230,-7,29,933,20,sun
1231,3,9,972,85,sun
1232,-2,10,790,39,rain
1233,18,7,893,46,sun
1234,14,2,953,11,sun
1235,0,15,1028,92,sun
1236,23,11,772,22,rain
1237,-3,1,759,10,rain
1238,27,3,776,48,rain
1239,-3,21,990,53,sun
1240,21,9,1029,92,sun
1241,3,2,879,92,rain
1242,1,16,770,70,rain
1243,-8,10,782,37,rain
1244,-6,5,811,2,rain
1245,23,14,799,6,rain
1246,26,17,919,47,sun
1247,13,16,782,90,rain
1248,29,0,999,96,sun
1249,29,13,1015,61,sun
1250,4,2,962,27,sun
1251,1,4,994,5,sun
1252,14,29,992,8,sun
1253,31,21,985,51,rain
1254,32,16,856,25,sun
1255,31,19,942,53,rain
1256,7,21,822,81,rain
1257,9,27,908,29,sun
1258,19,28,998,22,sun
1259,33,5,768,63,rain
1260,-8,7,850,32,rain
1261,-6,3,845,2,rain
1262,22,8,814,94,rain
1263,16,21,791,20,rain
1264,-5,21,947,4,sun
1265,32,21,982,93,rain
1266,20,9,993,62,sun
1267,30,6,815,8,rain
1268,12,13,942,79,sun
1269,-1,19,762,53,rain
1270,37,4,988,63,rain
1271,0,24,806,24,rain
1272,-3,1,937,80,rain
1273,38,6,929,88,rain
1274,25,15,798,15,rain
1275,38,22,751,28,rain
1276,-6,13,798,16,rain
1277,38,10,988,41,rain
1278,31,0,764,81,rain
1279,10,13,836,8,rain
1280,-4,8,829,58,rain
1281,39,22,951,73,rain
1282,5,26,853,68,rain
1283,8,0,902,59,sun
1284,23,27,829,90,rain
1285,19,0,893,62,sun
1286,28,3,957,13,sun
1287,15,15,926,95,rain
1288,28,1,947,65,sun
1289,10,16,966,92,sun
1290,1,9,978,90,sun
1291,-8,7,1023,96,sun
1292,32,25,880,24,sun
1293,32,14,923,62,rain
1294,34,21,854,91,rain
1295,28,6,920,35,sun
1296,-1,10,838,65,rain
1297,16,3,952,72,sun
1298,23,20,868,6,sun
1299,3,27,811,33,rain
1300,8,21,1020,99,sun
1301,3,25,961,67,rain
1302,6,4,814,19,rain
1303,30,27,986,5,sun
1304,2,8,774,5,rain
1305,39,7,777,24,rain
1306,19,4,972,67,sun
1307,19,25,788,46,rain
1308,21,24,938,58,sun
1309,-1,17,814,8,rain
1310,30,6,983,17,sun
1311,-7,9,790,74,rain
1312,32,16,926,68,rain
1313,5,9,825,0,rain
1314,30,15,965,34,sun
1315,6,20,789,11,rain
1316,36,14,751,71,rain
1317,31,19,845,27,rain
1318,16,15,1006,28,sun
1319,38,21,909,23,sun
1320,10,2,834,68,rain
1321,-3,27,832,69,rain
1322,5,16,809,74,rain
1323,7,14,968,9,sun
1324,38,14,942,85,rain
1325,-2,8,906,81,rain
1326,11,0,913,31,sun
1327,31,0,1022,22,sun
1328,-4,6,848,77,rain
1329,-1,0,883,17,sun
1330,35,28,764,29,rain
1331,28,1,971,35,sun
1332,29,9,910,6,sun
1333,34,3,912,30,sun
1334,-4,14,827,64,rain
1335,20,7,877,21,sun
1336,0,21,763,73,rain
1337,4,20,857,31,sun
1338,2,1,926,38,sun
1339,4,12,1010,97,sun
1340,30,23,853,70,rain
1341,25,3,828,67,rain
1342,14,20,910,14,sun
1343,9,10,911,1,sun
1344,20,24,842,64,rain
1345,36,6,798,32,rain
1346,21,24,950,29,sun
1347,22,5,837,55,rain
1348,0,14,867,79,sun
1349,4,20,786,84,rain
1350,9,13,843,93,rain
1351,18,27,1019,88,rain
1352,36,0,897,48,rain
1353,1,16,784,33,rain
1354,32,13,960,59,rain
1355,23,28,858,8,sun
1356,-6,19,926,29,sun
1357,28,8,959,64,sun
1358,14,10,1010,3,sun
1359,2,22,818,77,rain
1360,24,16,893,52,sun
1361,34,22,866,39,sun
1362,0,11,838,83,rain
1363,1,21,852,96,rain
1364,23,6,1001,83,sun
1365,28,20,865,36,sun
1366,-7,20,985,29,sun
1367,31,24,914,98,rain
1368,21,28,955,34,sun
1369,17,28,814,40,rain
1370,11,13,1014,8,sun
1371,-6,6,915,86,rain
1372,27,29,991,86,rain
1373,5,20,1016,49,sun
1374,22,14,969,52,sun
1375,36,13,756,1,rain
1376,25,19,807,4,rain
1377,-8,9,1020,66,sun
1378,1,3,938,47,sun
1379,30,23,930,65,rain
1380,16,19,840,6,rain
1381,0,29,771,5,rain
1382,0,15,1022,84,sun
1383,-8,3,907,4,sun
1384,12,3,1016,5,sun
1385,35,1,975,61,rain
1386,13,0,779,68,rain
1387,19,21,886,65,sun
1388,23,27,881,46,sun
1389,7,26,852,85,rain
1390,8,3,912,11,sun
1391,29,27,987,47,sun
1392,38,15,794,90,rain
1393,22,3,1020,60,sun
1394,8,23,1027,68,sun
1395,21,1,961,24,sun
1396,16,4,912,72,sun
1397,10,10,1020,33,sun
1398,29,8,980,90,sun
1399,16,19,946,42,sun
1400,6,14,784,4,rain
1401,14,17,795,66,rain
1402,4,5,974,22,sun
1403,18,28,955,13,sun
1404,7,24,835,36,rain
1405,15,5,836,44,rain
1406,30,2,966,71,rain
1407,15,15,760,22,rain
1408,17,2,932,4,sun
1409,-2,11,929,51,sun
1410,14,9,859,93,rain
1411,38,17,965,31,sun
1412,13,14,792,72,rain
1413,37,22,804,34,rain
1414,0,5,753,67,rain
1415,37,2,908,48,rain
1416,24,0,996,80,sun
1417,17,18,945,44,sun
1418,31,28,947,5,sun
1419,32,7,915,1,sun
1420,10,15,836,36,rain
1421,7,17,1002,50,sun
1422,-8,6,755,43,rain
1423,-6,1,757,28,rain
1424,9,13,778,79,rain
1425,17,24,802,58,rain
1426,18,14,796,97,rain
1427,34,10,820,29,rain
1428,13,14,858,78,sun
1429,-2,3,984,82,sun
1430,37,9,762,9,rain
1431,35,27,884,37,sun
1432,35,2,986,47,rain
1433,37,9,825,38,rain
1434,23,22,1029,60,sun
1435,-4,29,886,38,sun
1436,24,17,777,99,rain
1437,12,16,1019,56,sun
1438,0,7,1018,73,sun
1439,7,0,997,21,sun
1440,39,13,865,24,sun
1441,20,12,814,40,rain
1442,28,11,1001,41,sun
1443,36,5,982,35,sun
1444,-8,21,924,19,sun
1445,36,28,937,96,rain
1446,1,13,865,51,sun
1447,33,14,872,89,rain
1448,21,25,1008,36,sun
1449,38,5,950,88,rain
1450,1,3,832,99,rain
1451,30,25,822,77,rain
1452,-8,2,884,81,rain
1453,27,5,1023,10,sun
1454,31,23,981,16,sun
1455,0,14,1013,66,sun
1456,4,25,1006,68,rain
1457,38,7,926,87,rain
1458,25,15,848,8,rain
1459,8,1,1027,25,sun
1460,28,17,774,83,rain
1461,13,10,796,28,rain
1462,-3,16,782,68,rain
1463,34,24,1017,75,rain
1464,17,3,819,79,rain
1465,17,11,832,27,rain
1466,-1,27,886,33,sun
1467,19,13,966,52,sun
1468,38,20,764,85,rain
1469,-9,14,909,34,sun
1470,-8,18,920,15,sun
1471,38,2,981,82,rain
1472,-3,11,867,75,sun
1473,17,3,789,82,rain
1474,9,13,966,93,sun
1475,7,27,966,51,sun
1476,29,29,977,27,sun
1477,-5,19,763,28,rain
1478,0,26,1017,72,rain
1479,38,17,755,0,rain
1480,4,5,811,25,rain
1481,26,28,946,24,sun
1482,27,24,864,94,rain
1483,22,26,1008,20,sun
1484,17,27,757,11,rain
1485,38,9,784,29,rain
1486,-1,25,973,37,sun
1487,4,16,931,64,sun
1488,14,24,971,0,sun
1489,6,6,936,16,sun
1490,33,20,800,31,rain
1491,-6,16,918,9,sun
1492,26,1,1021,17,sun
1493,34,5,889,29,sun
1494,-8,0,803,69,rain
1495,19,2,1016,14,sun
1496,17,7,994,58,sun
1497,14,3,886,91,rain
1498,10,22,984,53,sun
1499,-2,23,953,8,sun
1500,-8,13,848,50,rain
1501,-4,21,836,4,rain
1502,4,25,906,99,rain
1503,3,22,842,93,rain
1504,8,6,865,63,sun
1505,1,8,948,5,sun
1506,3,16,907,14,sun
1507,15,11,1015,45,sun
1508,11,12,976,38,sun
1509,33,5,860,65,rain
1510,22,4,927,2,sun
1511,19,21,905,68,sun
1512,31,27,942,80,rain
1513,29,21,950,32,sun
1514,10,8,772,0,rain
1515,-3,11,872,19,sun
1516,4,17,980,89,sun
1517,30,11,750,52,rain
1518,-4,7,903,88,rain
1519,0,7,852,24,sun
1520,2,25,974,13,sun
1521,21,12,774,77,rain
1522,35,14,839,67,rain
1523,25,26,965,94,rain
1524,35,18,957,61,rain
1525,0,1,892,72,sun
1526,35,0,923,22,sun
1527,30,1,1003,59,rain
1528,25,7,991,44,sun
1529,8,7,837,7,rain
1530,15,29,994,18,sun
1531,0,9,980,8,sun
1532,11,1,954,67,sun
1533,1,29,1028,53,sun
1534,12,18,755,50,rain
1535,18,29,792,3,rain
1536,22,29,1008,18,sun
1537,-7,23,774,45,rain
1538,0,13,951,33,sun
1539,25,15,824,82,rain
1540,9,0,958,7,sun
1541,17,12,1005,5,sun
1542,10,3,973,21,sun
1543,20,6,901,3,sun
1544,29,5,819,0,rain
1545,-1,11,977,51,sun
1546,9,15,781,76,rain
1547,1,12,754,54,rain
1548,27,18,873,54,sun
1549,-5,7,975,35,sun
1550,-8,29,910,28,sun
1551,26,1,980,46,sun
1552,36,6,878,83,rain
1553,16,5,817,84,rain
1554,18,29,963,1,sun
1555,7,0,831,4,rain
1556,15,17,1001,29,sun
1557,-6,15,858,29,sun
1558,19,9,968,15,sun
1559,16,18,909,60,sun
1560,3,2,800,42,rain
1561,37,26,771,10,rain
1562,19,7,856,88,rain
1563,7,7,809,85,rain
1564,39,23,799,4,rain
1565,21,29,821,68,rain
1566,7,28,986,1,sun
1567,27,18,873,44,sun
1568,9,0,902,44,sun
1569,25,18,868,33,sun
1570,11,16,790,40,rain
1571,-1,3,938,43,sun
1572,-3,26,804,80,rain
1573,3,23,842,40,rain
1574,29,3,816,75,rain
1575,-5,1,975,5,sun
1576,26,10,796,93,rain
1577,22,17,770,53,rain
1578,-7,7,793,90,rain
1579,-6,17,914,0,sun
1580,18,6,882,73,sun
1581,21,4,762,3,rain
1582,15,6,949,58,sun
1583,15,2,840,36,rain
1584,-5,0,899,93,rain
1585,29,0,786,77,rain
1586,16,10,832,41,rain
1587,-1,24,847,41,rain
1588,34,28,758,80,rain
1589,39,13,889,6,sun
1590,-5,26,750,44,rain
1591,23,18,898,8,sun
1592,8,5,919,21,sun
1593,38,0,971,29,sun
1594,-9,0,812,75,rain
1595,36,10,917,23,sun
1596,35,17,862,34,sun
1597,7,24,931,86,rain
1598,26,22,974,2,sun
1599,7,17,843,40,rain
1600,34,3,770,89,rain
1601,2,6,986,57,sun
1602,7,15,851,21,sun
1603,8,4,808,69,rain
1604,15,17,825,13,rain
1605,35,18,750,16,rain
1606,-6,28,838,1,rain
1607,-4,10,886,29,sun
1608,15,12,969,48,sun
1609,18,18,824,97,rain
1610,34,14,974,76,rain
1611,17,9,1001,26,sun
1612,32,16,924,56,rain
1613,33,19,928,57,rain
1614,30,10,895,90,rain
1615,23,29,952,75,rain
1616,0,16,849,23,rain
1617,27,13,922,38,sun
1618,38,1,953,72,rain
1619,26,8,776,78,rain
1620,20,25,979,30,sun
1621,17,26,788,24,rain
1622,39,10,835,83,rain
1623,17,25,769,71,rain
1624,7,10,1012,56,sun
1625,14,22,756,59,rain
1626,38,27,849,11,rain
1627,7,17,832,19,rain
1628,4,24,847,56,rain
1629,6,24,996,42,sun
1630,19,15,832,47,rain
1631,8,2,803,3,rain
1632,32,11,898,83,rain
1633,20,0,807,14,rain
1634,13,1,1005,97,sun
1635,12,29,872,4,sun
1636,22,27,863,7,sun
1637,-2,10,886,55,sun
1638,16,1,819,93,rain
1639,-8,20,757,32,rain
1640,2,3,861,15,sun
1641,27,7,832,82,rain
1642,11,5,753,15,rain
1643,17,1,828,39,rain
1644,-5,22,876,88,rain
1645,0,13,855,21,sun
1646,34,28,880,64,rain
1647,32,20,1002,54,rain
1648,16,13,903,88,rain
1649,-2,15,770,44,rain
1650,5,21,778,82,rain
1651,35,26,830,79,rain
1652,-2,9,930,38,sun
1653,2,23,784,54,rain
1654,23,4,909,82,rain
1655,17,14,870,56,sun
1656,39,12,757,25,rain
1657,8,1,1002,28,sun
1658,25,22,949,36,sun
1659,18,24,845,66,rain
1660,18,4,916,32,sun
1661,18,0,1015,68,sun
1662,10,7,974,54,sun
1663,34,0,779,31,rain
1664,31,19,984,15,sun
1665,7,24,821,4,rain
1666,36,21,834,59,rain
1667,23,24,886,87,rain
1668,35,20,750,91,rain
1669,3,28,959,19,sun
1670,12,6,988,1,sun
1671,18,4,1021,94,sun
1672,36,0,950,35,sun
1673,21,6,1009,34,sun
1674,10,28,966,59,sun
1675,23,17,753,80,rain
1676,3,3,828,55,rain
1677,23,0,817,28,rain
1678,4,1,905,97,rain
1679,-5,23,833,20,rain
1680,38,1,922,25,sun
1681,-8,3,954,91,sun
1682,33,20,904,11,sun
1683,14,29,821,4,rain
1684,27,27,868,20,sun
1685,-9,26,829,7,rain
1686,6,9,848,34,rain
1687,3,15,828,82,rain
1688,29,13,758,85,rain
1689,-4,29,816,90,rain
1690,33,6,1010,82,rain
1691,21,8,926,83,rain
1692,38,0,989,33,sun
1693,-1,17,826,91,rain
1694,4,28,972,43,sun
1695,33,7,1011,39,sun
1696,15,26,912,61,rain
1697,27,15,910,23,sun
1698,-3,9,900,48,sun
1699,29,23,898,93,rain
1700,29,6,833,93,rain
1701,27,1,832,55,rain
1702,12,21,955,6,sun
1703,20,18,977,36,sun
1704,21,0,766,74,rain
1705,5,3,854,56,sun
1706,-5,3,956,19,sun
1707,14,5,911,5,sun
1708,-3,2,876,14,sun
1709,15,18,999,51,sun
1710,36,25,762,18,rain
1711,32,9,846,51,rain
1712,17,29,818,67,rain
1713,14,7,976,76,sun
1714,17,5,878,82,rain
1715,38,18,1005,10,sun
1716,15,26,966,39,sun
1717,27,3,968,69,sun
1718,-4,18,775,4,rain
1719,33,14,950,31,sun
1720,26,15,875,94,rain
1721,27,21,815,19,rain
1722,-5,21,982,25,sun
1723,32,14,785,54,rain
1724,4,24,761,77,rain
1725,28,18,994,82,sun
1726,10,20,798,47,rain
1727,0,3,869,17,sun
1728,0,25,1008,21,sun
1729,32,0,971,90,rain
1730,22,4,790,85,rain
1731,29,28,924,39,sun
1732,26,7,960,93,sun
1733,20,18,1029,79,sun
1734,7,18,945,83,rain
1735,-2,28,931,65,rain
1736,18,17,846,97,rain
1737,1,12,892,10,sun
1738,33,22,950,52,rain
1739,23,4,955,8,sun
1740,12,5,827,87,rain
1741,17,20,935,35,sun
1742,8,17,830,54,rain
1743,36,4,897,63,rain
1744,0,11,952,96,sun
1745,2,0,853,67,sun
1746,16,21,817,48,rain
1747,27,6,908,50,sun
1748,2,24,957,18,sun
1749,6,19,844,86,rain
1750,-3,26,949,11,sun
1751,-4,16,828,94,rain
1752,31,24,998,96,rain
1753,-7,6,800,27,rain
1754,30,9,826,69,rain
1755,-6,12,789,34,rain
1756,38,21,1024,75,rain
1757,6,26,973,18,sun
1758,34,3,766,36,rain
1759,-3,1,952,36,sun
1760,13,7,774,66,rain
1761,-9,15,818,94,rain
1762,36,13,827,55,rain
1763,21,16,824,38,rain
1764,37,6,769,86,rain
1765,0,22,776,53,rain
1766,6,25,798,93,rain
1767,3,23,838,35,rain
1768,31,24,796,1,rain
1769,21,3,774,22,rain
1770,21,9,814,53,rain
1771,4,12,1012,48,sun
1772,-9,27,989,31,sun
1773,34,17,869,56,rain
1774,4,10,806,97,rain
1775,-2,8,913,67,sun
1776,7,23,844,35,rain
1777,35,22,754,72,rain
1778,-1,6,873,2,sun
1779,34,15,935,56,rain
1780,36,6,838,64,rain
1781,14,2,872,16,sun
1782,8,0,786,56,rain
1783,24,28,951,60,rain
1784,25,4,930,65,sun
1785,-7,6,881,38,sun
1786,3,20,890,47,sun
1787,-4,17,921,90,rain
1788,7,12,816,97,rain
1789,14,2,767,37,rain
1790,32,10,965,21,sun
1791,27,24,921,22,sun
1792,29,5,986,48,sun
1793,32,23,963,43,rain
1794,-2,18,1006,79,sun
1795,13,20,924,79,sun
1796,13,28,982,25,sun
1797,27,3,952,31,sun
1798,-7,11,779,9,rain
1799,15,6,768,85,rain
1800,21,18,1002,40,sun
1801,39,5,888,20,sun
1802,11,17,1020,96,sun
1803,28,4,912,15,sun
1804,2,26,946,8,sun
1805,37,27,847,21,rain
1806,35,8,918,6,sun
1807,-7,3,973,4,sun
1808,39,28,830,60,rain
1809,22,27,908,37,sun
1810,19,5,1004,80,sun
1811,2,17,860,72,sun
1812,5,22,888,81,rain
1813,-7,29,754,72,rain
1814,30,24,966,18,sun
1815,27,7,1004,46,sun
1816,18,4,949,42,sun
1817,23,16,1029,37,sun
1818,15,5,982,16,sun
1819,37,28,971,12,sun
1820,-6,12,899,20,sun
1821,6,9,1000,72,sun
1822,37,29,853,14,sun
1823,-5,3,1024,63,sun
1824,31,19,876,38,sun
1825,6,23,937,38,sun
1826,25,5,945,11,sun
1827,-2,4,905,45,sun
1828,11,18,909,31,sun
1829,28,10,771,15,rain
1830,39,16,1009,69,rain
1831,37,26,1008,20,sun
1832,5,5,942,26,sun
1833,-7,0,907,31,sun
1834,28,3,869,68,sun
1835,24,2,955,61,sun
1836,-3,13,825,32,rain
1837,21,10,932,10,sun
1838,21,22,1014,21,sun
1839,11,19,821,92,rain
1840,11,24,822,43,rain
1841,21,9,1025,80,sun
1842,-2,21,986,25,sun
1843,29,23,814,4,rain
1844,20,1,934,7,sun
1845,26,13,860,6,sun
1846,26,0,955,84,sun
1847,21,23,958,50,sun
1848,25,1,946,78,sun
1849,-6,21,934,61,sun
1850,11,28,803,74,rain
1851,-6,3,1012,89,sun
1852,28,4,850,8,rain
1853,25,11,1000,60,sun
1854,21,12,774,58,rain
1855,21,21,968,64,sun
1856,30,23,848,34,rain
1857,21,15,800,27,rain
1858,-5,22,824,55,rain
1859,37,6,871,58,rain
1860,17,20,799,25,rain
1861,-3,12,873,61,sun
1862,5,29,914,81,rain
1863,0,6,900,8,sun
1864,30,8,864,13,sun
1865,12,7,979,72,sun
1866,29,7,977,5,sun
1867,-6,16,916,99,rain
1868,22,28,979,80,rain
1869,-1,27,757,69,rain
1870,30,26,867,61,rain
1871,3,15,841,28,rain
1872,10,2,915,60,sun
1873,12,4,837,6,rain
1874,28,29,895,13,sun
1875,-4,13,763,91,rain
1876,36,28,906,88,rain
1877,15,3,836,43,rain
1878,-6,27,960,28,sun
1879,11,27,986,20,sun
1880,3,19,890,47,sun
1881,18,16,961,50,sun
1882,9,2,835,74,rain
1883,-3,9,895,21,sun
1884,17,20,895,74,sun
1885,32,26,1006,99,rain
1886,30,13,1000,63,rain
1887,16,6,807,59,rain
1888,17,29,878,72,rain
1889,10,29,980,51,sun
1890,-1,21,836,44,rain
1891,38,21,758,37,rain
1892,-8,22,993,36,sun
1893,-8,2,980,44,sun
1894,10,24,778,6,rain
1895,34,25,869,98,rain
1896,13,8,791,35,rain
1897,-5,8,896,55,sun
1898,7,2,879,60,sun
1899,30,21,947,32,sun
1900,19,2,992,24,sun
1901,21,27,1015,13,sun
1902,38,12,895,67,rain
1903,29,23,814,99,rain
1904,3,3,843,91,rain
1905,-2,3,840,77,rain
1906,29,26,896,61,rain
1907,-7,23,866,82,rain
1908,39,19,821,48,rain
1909,5,23,897,0,sun
1910,39,22,854,90,rain
1911,28,14,948,73,sun
1912,-9,28,1025,64,rain
1913,3,16,829,45,rain
1914,-6,7,1001,73,sun
1915,38,1,875,10,sun
1916,27,24,1025,25,sun
1917,6,12,1029,24,sun
1918,13,15,916,75,sun
1919,37,18,930,60,rain
1920,1,15,860,59,sun
1921,35,0,818,84,rain
1922,10,23,866,78,sun
1923,37,16,798,34,rain
1924,2,3,774,24,rain
1925,21,19,753,47,rain
1926,33,6,768,49,rain
1927,21,18,782,81,rain
1928,-6,9,818,82,rain
1929,-6,6,793,38,rain
1930,5,24,1016,93,sun
1931,24,6,936,54,sun
1932,13,28,946,4,sun
1933,19,3,988,42,sun
1934,34,10,965,24,sun
1935,5,26,905,45,sun
1936,17,12,956,46,sun
1937,-4,28,942,36,sun
1938,-5,26,911,82,rain
1939,39,12,944,41,rain
1940,33,29,782,1,rain
1941,3,21,789,30,rain
1942,27,6,848,13,rain
1943,-4,8,969,37,sun
1944,10,12,852,44,sun
1945,14,19,992,82,sun
1946,5,7,802,13,rain
1947,37,24,830,93,rain
1948,38,25,979,42,rain
1949,11,17,786,0,rain
1950,34,16,1021,3,sun
1951,20,2,1013,30,sun
1952,1,1,864,17,sun
1953,-2,3,983,55,sun
1954,18,5,924,6,sun
1955,7,29,751,40,rain
1956,37,22,966,44,rain
1957,38,28,905,64,rain
1958,-9,16,870,78,sun
1959,33,23,1022,49,rain
1960,28,12,1018,68,sun
1961,10,28,1029,73,rain
1962,22,28,997,68,rain
1963,-7,0,781,89,rain
1964,8,21,906,70,sun
1965,2,14,807,10,rain
1966,8,19,952,53,sun
1967,39,2,828,88,rain
1968,19,21,831,45,rain
1969,33,23,802,56,rain
1970,0,26,758,34,rain
1971,25,1,831,38,rain
1972,19,24,911,31,sun
1973,35,10,797,42,rain
1974,13,27,939,69,rain
1975,4,27,902,88,rain
1976,17,5,809,69,rain
1977,31,4,1003,78,rain
1978,-9,4,786,97,rain
1979,-4,14,994,33,sun
1980,-1,8,968,14,sun
1981,4,3,909,90,rain
1982,26,12,811,31,rain
1983,2,16,904,36,sun
1984,39,18,930,52,rain
1985,12,1,951,87,sun
1986,7,0,935,15,sun
1987,-6,1,937,94,rain
1988,-4,1,1002,83,sun
1989,34,19,964,79,rain
1990,26,3,895,17,sun
1991,25,28,869,97,rain
1992,-1,8,774,11,rain
1993,32,20,863,14,sun
1994,35,22,936,31,sun
1995,23,1,846,95,rain
1996,17,0,957,87,sun
1997,38,22,901,42,rain
1998,19,2,823,9,rain
1999,-2,23,1020,95,sun
2000,17,6,755,8,rain
2001,1,25,988,11,sun
2002,10,4,820,70,rain
2003,35,1,819,55,rain
2004,28,13,788,58,rain
2005,-9,6,855,45,sun
2006,24,13,868,60,sun
2007,14,5,1013,93,sun
2008,24,8,919,97,rain
2009,25,8,798,49,rain
2010,-8,12,937,42,sun
2011,25,7,1011,76,sun
2012,39,3,856,56,rain
2013,38,0,934,52,rain
2014,5,11,942,60,sun
2015,-7,19,1029,51,sun
2016,5,1,764,50,rain
2017,10,12,929,10,sun
2018,38,15,1005,18,sun
2019,23,22,949,49,sun
2020,28,22,782,53,rain
2021,0,2,854,0,sun
2022,14,20,934,38,sun
